seq,pressure,pos_cmd,pos_fdb,loadcell,t1,t2,t3,t4,t5,ls_max,ls_min,x_acc,y_acc,z_acc,rms_acc,rms_vel,rms_pos,temp,humid,sound_level,dev_err,micsel,miclvl
1805,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,-14,4028,-1,-26632,-8123,36,28,521,4,0,255
1806,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-54,4134,-1,-26612,-8123,36,28,521,64,0,252
1807,0,0,28,1,8100,8100,8100,8100,8100,1,1,18,-4,4054,-1,-26592,-8123,36,28,521,0,0,251
1808,0,0,28,1,8100,8100,8100,8100,8100,1,1,8,-30,4110,-1,-26572,-8123,36,28,519,0,0,252
1809,0,0,28,1,8100,8100,8100,8100,8100,1,1,0,-56,4092,-1,-26552,-8123,36,28,519,0,0,248
1810,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,0,4066,-1,-26532,-8123,36,28,519,16,0,245
1811,0,0,28,1,8100,8100,8100,8100,8100,1,1,18,-20,4056,-1,-26512,-8123,36,28,519,4,0,255
1812,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,-20,4050,-1,-26492,-8123,36,28,519,0,0,253
1813,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-60,4050,-1,-26472,-8123,36,28,519,0,0,248
1814,0,0,28,1,8100,8100,8100,8100,8100,1,1,-20,-28,4138,-1,-26452,-8123,36,28,519,16,0,247
1815,0,0,28,1,8100,8100,8100,8100,8100,1,1,-20,-58,4070,-1,-26432,-8123,36,28,519,0,0,250
1816,0,0,28,1,8100,8100,8100,8100,8100,1,1,-36,-40,4008,-1,-26412,-8123,36,28,519,0,0,252
1817,0,0,28,1,8100,8100,8100,8100,8100,1,1,2,-6,4070,-1,-26392,-8123,36,28,532,0,0,252
1818,0,0,28,1,8100,8100,8100,8100,8100,1,1,-32,-6,4116,-1,-26372,-8123,36,28,532,4,0,255
1819,0,0,28,1,8100,8100,8100,8100,8100,1,1,-30,-32,4040,-1,-26352,-8123,36,28,532,64,0,251
1820,0,0,28,1,8100,8100,8100,8100,8100,1,1,22,6,4062,-1,-26332,-8123,36,28,532,0,0,255
1821,0,0,28,1,8100,8100,8100,8100,8100,1,1,38,-20,4056,-1,-26312,-8123,36,28,532,0,0,251
1822,0,0,28,1,8100,8100,8100,8100,8100,1,1,12,-6,4084,-1,-26292,-8123,36,28,532,4,0,250
1823,0,0,28,1,8100,8100,8100,8100,8100,1,1,-4,-20,4080,-1,-26272,-8123,36,28,532,64,0,251
1824,0,0,28,1,8100,8100,8100,8100,8100,1,1,20,6,4058,-1,-26252,-8123,36,28,532,0,0,251
1825,0,0,28,1,8100,8100,8100,8100,8100,1,1,36,-2,4026,-1,-26232,-8123,36,28,532,64,0,254
1826,0,0,28,1,8100,8100,8100,8100,8100,1,1,-6,34,4080,-1,-26212,-8122,36,28,530,16,0,251
1827,0,0,28,1,8100,8100,8100,8100,8100,1,1,-48,24,4112,-1,-26192,-8122,36,28,530,4,0,252
1828,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,-22,4068,-1,-26172,-8122,36,28,530,0,0,252
1829,0,0,28,1,8100,8100,8100,8100,8100,1,1,2,22,4034,-1,-26152,-8122,36,28,530,0,0,251
1830,0,0,28,1,8100,8100,8100,8100,8100,1,1,40,-8,4076,-1,-26132,-8122,36,28,530,16,0,253
1831,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-16,4038,-1,-26112,-8122,36,28,530,4,0,248
1832,0,0,28,1,8100,8100,8100,8100,8100,1,1,46,6,4060,-1,-26092,-8122,36,28,530,0,0,252
1833,0,0,28,1,8100,8100,8100,8100,8100,1,1,-20,0,4114,-1,-26072,-8122,36,28,530,4,0,253
1834,0,0,28,1,8100,8100,8100,8100,8100,1,1,30,-12,4022,-1,-26052,-8122,36,28,530,64,0,255
1835,0,0,28,1,8100,8100,8100,8100,8100,1,1,38,-36,4040,-1,-26032,-8122,36,28,530,0,0,246
1836,0,0,28,1,8100,8100,8100,8100,8100,1,1,38,-60,3976,-1,-26012,-8122,36,28,542,64,0,251
1837,0,0,28,1,8100,8100,8100,8100,8100,1,1,26,-48,4050,-1,-25992,-8122,36,28,542,0,0,255
1838,0,0,28,1,8100,8100,8100,8100,8100,1,1,2,-34,4100,-1,-25972,-8122,36,28,542,64,0,252
1839,0,0,28,1,8100,8100,8100,8100,8100,1,1,14,-22,4054,-1,-25952,-8122,36,28,542,16,0,256
1840,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,-8,4040,-1,-25932,-8122,36,28,542,0,0,255
1841,0,0,28,0,8100,8100,8100,8100,8100,1,1,0,-24,4034,-1,-25912,-8122,36,28,542,0,0,253
1842,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,8,4068,-1,-25892,-8122,36,28,542,64,0,255
1843,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-40,4058,-1,-25872,-8122,36,28,542,16,0,250
1844,0,0,28,0,8100,8100,8100,8100,8100,1,1,34,0,4084,-1,-25852,-8122,36,28,542,0,0,253
1845,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-34,4036,-1,-25832,-8122,36,28,530,0,0,257
1846,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,6,4056,-1,-25812,-8122,36,28,530,64,0,253
1847,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,-34,4092,-1,-25792,-8122,36,28,530,16,0,252
1848,0,0,28,1,8100,8100,8100,8100,8100,1,1,-26,8,4030,-1,-25772,-8122,36,28,530,4,0,255
1849,0,0,28,1,8100,8100,8100,8100,8100,1,1,12,-32,4050,-1,-25752,-8122,36,28,530,0,0,252
1850,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,8,4010,-1,-25732,-8122,36,28,530,0,0,250
1851,0,0,28,0,8100,8100,8100,8100,8100,1,1,-16,0,4048,-1,-25712,-8122,36,28,530,16,0,252
1852,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,10,4010,-1,-25692,-8122,36,28,530,4,0,247
1853,0,0,28,0,8100,8100,8100,8100,8100,1,1,22,-10,4054,-1,-25672,-8122,36,28,530,0,0,250
1854,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,36,4054,-1,-25652,-8122,36,28,530,4,0,255
1855,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,-12,4098,-1,-25632,-8122,36,28,495,0,0,254
1856,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-8,4066,-1,-25612,-8122,36,28,495,0,0,250
1857,0,0,28,0,8100,8100,8100,8100,8100,1,1,6,0,4116,-1,-25592,-8122,36,28,495,0,0,255
1858,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-6,4068,-1,-25572,-8122,36,28,495,64,0,255
1859,0,0,28,0,8100,8100,8100,8100,8100,1,1,0,-42,4096,-1,-25552,-8122,36,28,495,16,0,253
1860,0,0,28,0,8100,8100,8100,8100,8100,1,1,0,-4,4066,-1,-25532,-8122,36,28,495,4,0,253
1861,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,-64,4066,-1,-25512,-8122,36,28,495,0,0,249
1862,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-24,4046,-1,-25492,-8122,36,28,495,4,0,250
1863,0,0,28,0,8100,8100,8100,8100,8100,1,1,-8,-32,4060,-1,-25472,-8122,36,28,495,64,0,251
1864,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-56,4068,-1,-25452,-8122,36,28,497,16,0,251
1865,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-28,4058,-1,-25432,-8122,36,28,497,4,0,255
1866,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-54,4074,-1,-25412,-8122,36,28,497,0,0,249
1867,0,0,28,0,8100,8100,8100,8100,8100,1,1,42,-54,4034,-1,-25392,-8122,36,28,497,4,0,252
1868,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-42,4080,-1,-25372,-8122,36,28,497,64,0,249
1869,0,0,28,0,8100,8100,8100,8100,8100,1,1,66,-24,4066,-1,-25352,-8122,36,28,497,16,0,246
1870,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,-18,4048,-1,-25332,-8122,36,28,497,0,0,251
1871,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,-12,4084,-1,-25312,-8122,36,28,497,0,0,248
1872,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,-8,4080,-1,-25292,-8122,36,28,497,64,0,252
1873,0,0,28,0,8100,8100,8100,8100,8100,1,1,-24,12,4060,-1,-25272,-8122,36,28,569,16,0,257
1874,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-8,4050,-1,-25252,-8122,36,28,569,4,0,250
1875,0,0,28,0,8100,8100,8100,8100,8100,1,1,-40,2,4106,-1,-25232,-8122,36,28,569,64,0,249
1876,0,0,28,0,8100,8100,8100,8100,8100,1,1,-20,-18,4026,-1,-25212,-8122,36,28,569,0,0,250
1877,0,0,28,0,8100,8100,8100,8100,8100,1,1,28,16,4066,-1,-25192,-8121,36,28,569,64,0,254
1878,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-18,4074,-1,-25172,-8121,36,28,569,16,0,253
1879,0,0,28,0,8100,8100,8100,8100,8100,1,1,-24,18,4070,-1,-25152,-8121,36,28,569,0,0,257
1880,0,0,28,1,8100,8100,8100,8100,8100,1,1,36,38,4040,-1,-25132,-8121,36,28,569,0,0,253
1881,0,0,28,1,8100,8100,8100,8100,8100,1,1,-14,-2,4060,-1,-25112,-8121,36,28,569,64,0,252
1882,0,0,28,1,8100,8100,8100,8100,8100,1,1,-18,6,4008,-1,-25092,-8121,36,28,569,16,0,249
1883,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-4,4050,-1,-25072,-8121,36,28,572,0,0,254
1884,0,0,28,1,8100,8100,8100,8100,8100,1,1,32,-6,4032,-1,-25052,-8121,36,28,572,16,0,254
1885,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,-30,4016,-1,-25032,-8121,36,28,572,4,0,252
1886,0,0,28,1,8100,8100,8100,8100,8100,1,1,16,-46,4040,-1,-25012,-8121,36,28,572,64,0,252
1887,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-16,4022,-1,-24992,-8121,36,28,572,16,0,253
1888,0,0,28,1,8100,8100,8100,8100,8100,1,1,32,-24,4080,-1,-24972,-8121,36,28,572,0,0,247
1889,0,0,28,1,8100,8100,8100,8100,8100,1,1,72,-56,4094,-1,-24952,-8121,36,28,572,16,0,254
1890,0,0,28,1,8100,8100,8100,8100,8100,1,1,-4,-46,4028,-1,-24932,-8121,36,28,572,4,0,253
1891,0,0,28,1,8100,8100,8100,8100,8100,1,1,-6,-44,4032,-1,-24912,-8121,36,28,572,0,0,247
1892,0,0,28,1,8100,8100,8100,8100,8100,1,1,36,-80,4094,-1,-24892,-8121,36,28,560,0,0,252
1893,0,0,28,1,8100,8100,8100,8100,8100,1,1,-28,-4,4046,-1,-24872,-8121,36,28,560,16,0,253
1894,0,0,28,1,8100,8100,8100,8100,8100,1,1,20,-14,4052,-1,-24852,-8121,36,28,560,4,0,250
1895,0,0,28,1,8100,8100,8100,8100,8100,1,1,12,-28,4058,-1,-24832,-8121,36,28,560,64,0,252
1896,0,0,28,1,8100,8100,8100,8100,8100,1,1,30,-32,4068,-1,-24812,-8121,36,28,560,0,0,255
1897,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-6,4054,-1,-24792,-8121,36,28,560,0,0,251
1898,0,0,28,1,8100,8100,8100,8100,8100,1,1,-4,-4,4058,-1,-24772,-8121,36,28,560,4,0,254
1899,0,0,28,1,8100,8100,8100,8100,8100,1,1,48,-28,4078,-1,-24752,-8121,36,28,560,0,0,253
1900,0,0,28,1,8100,8100,8100,8100,8100,1,1,12,-36,4042,-1,-24732,-8121,36,28,560,0,0,252
1901,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,2,4056,-1,-24712,-8121,36,28,560,16,0,254
1902,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,16,4038,-1,-24692,-8121,36,28,484,4,0,253
1903,0,0,28,1,8100,8100,8100,8100,8100,1,1,0,12,4066,-1,-24672,-8121,36,28,484,64,0,254
1904,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,12,4042,-1,-24652,-8121,36,28,484,0,0,253
1905,0,0,28,1,8100,8100,8100,8100,8100,1,1,-26,10,4096,-1,-24628,-8121,36,28,484,64,0,255
1906,0,0,28,1,8100,8100,8100,8100,8100,1,1,-28,24,4002,-1,-24612,-8121,36,28,484,16,0,251
1907,0,0,28,1,8100,8100,8100,8100,8100,1,1,-20,-32,4066,-1,-24592,-8121,36,28,484,0,0,252
1908,0,0,28,1,8100,8100,8100,8100,8100,1,1,-12,2,4062,-1,-24572,-8121,36,28,484,16,0,252
1909,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,12,4080,-1,-24552,-8121,36,28,484,0,0,252
1910,0,0,28,1,8100,8100,8100,8100,8100,1,1,-60,34,4046,-1,-24528,-8121,36,28,484,16,0,249
1911,0,0,28,1,8100,8100,8100,8100,8100,1,1,16,-42,4086,-1,-24512,-8121,36,28,523,4,0,250
1912,0,0,28,1,8100,8100,8100,8100,8100,1,1,32,10,4066,-1,-24492,-8121,36,28,523,64,0,252
1913,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,24,3996,-1,-24472,-8121,36,28,523,0,0,255
1914,0,0,28,1,8100,8100,8100,8100,8100,1,1,44,-24,4058,-1,-24452,-8121,36,28,523,0,0,254
1915,0,0,28,1,8100,8100,8100,8100,8100,1,1,36,-14,4062,-1,-24432,-8121,36,28,523,4,0,252
1916,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-54,4040,-1,-24412,-8121,36,28,523,64,0,251
1917,0,0,28,1,8100,8100,8100,8100,8100,1,1,26,-58,4060,-1,-24392,-8121,36,28,523,0,0,253
1918,0,0,28,1,8100,8100,8100,8100,8100,1,1,8,-36,4060,-1,-24372,-8121,36,28,523,64,0,256
1919,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,-20,4062,-1,-24352,-8121,36,28,523,16,0,249
1920,0,0,28,1,8100,8100,8100,8100,8100,1,1,-16,-44,4052,-1,-24332,-8121,36,28,518,4,0,253
1921,0,0,28,1,8100,8100,8100,8100,8100,1,1,18,26,4056,-1,-24312,-8121,36,28,518,64,0,256
1922,0,0,28,1,8100,8100,8100,8100,8100,1,1,-22,-66,4078,-1,-24292,-8121,36,28,518,0,0,251
1923,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-48,4056,-1,-24272,-8121,36,28,518,0,0,253
1924,0,0,28,1,8100,8100,8100,8100,8100,1,1,16,-12,3994,-1,-24252,-8121,36,28,518,4,0,253
1925,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,0,4048,-1,-24232,-8121,36,28,518,0,0,253
1926,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,14,4084,-1,-24212,-8121,36,28,518,0,0,255
1927,0,0,28,1,8100,8100,8100,8100,8100,1,1,20,-32,4020,-1,-24192,-8121,36,28,518,16,0,254
1928,0,0,28,1,8100,8100,8100,8100,8100,1,1,-24,14,3992,-1,-24172,-8121,36,28,518,4,0,250
1929,0,0,28,1,8100,8100,8100,8100,8100,1,1,-4,-24,4124,-1,-24152,-8120,36,28,518,0,0,255
1930,0,0,28,1,8100,8100,8100,8100,8100,1,1,-26,6,4012,-1,-24132,-8120,36,28,534,0,0,253
1931,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-12,4066,-1,-24108,-8120,36,28,534,16,0,248
1932,0,0,28,1,8100,8100,8100,8100,8100,1,1,48,-22,4036,-1,-24092,-8120,36,28,534,4,0,253
1933,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,-8,4070,-1,-24072,-8120,36,28,534,64,0,254
1934,0,0,28,1,8100,8100,8100,8100,8100,1,1,-20,32,4054,-1,-24052,-8120,36,28,534,0,0,251
1935,0,0,28,1,8100,8100,8100,8100,8100,1,1,-18,-8,4036,-1,-24032,-8120,36,28,534,0,0,255
1936,0,0,28,1,8100,8100,8100,8100,8100,1,1,8,-10,4036,-1,-24012,-8120,36,28,534,4,0,257
1937,0,0,28,0,8100,8100,8100,8100,8100,1,1,-36,-32,4046,-1,-23992,-8120,36,28,534,64,0,252
1938,0,0,28,0,8100,8100,8100,8100,8100,1,1,26,16,4076,-1,-23972,-8120,36,28,534,0,0,256
1939,0,0,28,0,8100,8100,8100,8100,8100,1,1,-30,-26,4072,-1,-23952,-8120,36,28,548,0,0,254
1940,0,0,28,0,8100,8100,8100,8100,8100,1,1,22,-28,4100,-1,-23928,-8120,36,28,548,4,0,251
1941,0,0,28,0,8100,8100,8100,8100,8100,1,1,0,-30,4028,-1,-23912,-8120,36,28,548,64,0,252
1942,0,0,28,1,8100,8100,8100,8100,8100,1,1,-22,-32,4046,-1,-23892,-8120,36,28,548,0,0,251
1943,0,0,28,1,8100,8100,8100,8100,8100,1,1,0,0,4046,-1,-23872,-8120,36,28,548,0,0,252
1944,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,-10,4046,-1,-23848,-8120,36,28,548,4,0,249
1945,0,0,28,1,8100,8100,8100,8100,8100,1,1,60,-56,4056,-1,-23832,-8120,36,28,548,0,0,253
1946,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-32,4056,-1,-23812,-8120,36,28,548,0,0,256
1947,0,0,28,1,8100,8100,8100,8100,8100,1,1,-58,-16,4072,-1,-23788,-8120,36,28,548,16,0,249
1948,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,-16,4040,-1,-23768,-8120,36,28,566,4,0,254
1949,0,0,28,1,8100,8100,8100,8100,8100,1,1,18,-24,4052,-1,-23752,-8120,36,28,566,64,0,253
1950,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-34,4004,-1,-23732,-8120,36,28,566,0,0,251
1951,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,-48,4114,-1,-23712,-8120,36,28,566,0,0,255
1952,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,-26,4038,-1,-23692,-8120,36,28,566,4,0,254
1953,0,0,28,1,8100,8100,8100,8100,8100,1,1,2,34,4062,-1,-23672,-8120,36,28,566,64,0,250
1954,0,0,28,1,8100,8100,8100,8100,8100,1,1,8,-26,4078,-1,-23652,-8120,36,28,566,0,0,253
1955,0,0,28,1,8100,8100,8100,8100,8100,1,1,-22,8,4128,-1,-23628,-8120,36,28,566,64,0,249
1956,0,0,28,1,8100,8100,8100,8100,8100,1,1,-26,-16,4022,-1,-23608,-8120,36,28,566,16,0,251
1957,0,0,28,1,8100,8100,8100,8100,8100,1,1,-8,-20,4008,-1,-23592,-8120,36,28,566,4,0,253
1958,0,0,28,1,8100,8100,8100,8100,8100,1,1,14,-12,4002,-1,-23572,-8120,36,28,577,64,0,255
1959,0,0,28,1,8100,8100,8100,8100,8100,1,1,-12,-8,4126,-1,-23552,-8120,36,28,577,0,0,251
1960,0,0,28,1,8100,8100,8100,8100,8100,1,1,-24,22,4070,-1,-23532,-8120,36,28,577,0,0,253
1961,0,0,28,1,8100,8100,8100,8100,8100,1,1,0,-8,4136,-1,-23508,-8120,36,28,577,4,0,256
1962,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,20,4014,-1,-23492,-8120,36,28,577,0,0,253
1963,0,0,28,1,8100,8100,8100,8100,8100,1,1,14,16,4126,-1,-23472,-8120,36,28,577,0,0,248
1964,0,0,28,1,8100,8100,8100,8100,8100,1,1,38,-34,4056,-1,-23448,-8120,36,28,577,16,0,254
1965,0,0,28,1,8100,8100,8100,8100,8100,1,1,8,30,4094,-1,-23428,-8120,36,28,577,4,0,252
1966,0,0,28,1,8100,8100,8100,8100,8100,1,1,2,-6,4038,-1,-23412,-8120,36,28,577,0,0,254
1967,0,0,28,1,8100,8100,8100,8100,8100,1,1,34,0,4096,-1,-23392,-8120,36,28,548,4,0,252
1968,0,0,28,1,8100,8100,8100,8100,8100,1,1,16,58,4092,-1,-23372,-8120,36,28,548,0,0,251
1969,0,0,28,1,8100,8100,8100,8100,8100,1,1,0,-36,4072,-1,-23352,-8120,36,28,548,0,0,252
1970,0,0,28,1,8100,8100,8100,8100,8100,1,1,-20,12,4020,-1,-23332,-8120,36,28,548,16,0,251
1971,0,0,28,1,8100,8100,8100,8100,8100,1,1,46,-30,4060,-1,-23312,-8120,36,28,548,0,0,248
1972,0,0,28,1,8100,8100,8100,8100,8100,1,1,-12,-14,4092,-1,-23292,-8120,36,28,548,0,0,252
1973,0,0,28,1,8100,8100,8100,8100,8100,1,1,-4,-50,4090,-1,-23272,-8120,36,28,548,64,0,255
1974,0,0,28,1,8100,8100,8100,8100,8100,1,1,22,-10,4046,-1,-23252,-8120,36,28,548,16,0,255
1975,0,0,28,1,8100,8100,8100,8100,8100,1,1,14,-54,4084,-1,-23232,-8120,36,28,548,0,0,247
1976,0,0,28,1,8100,8100,8100,8100,8100,1,1,20,-12,4078,-1,-23212,-8120,36,28,548,0,0,252
1977,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,-22,4048,-1,-23188,-8120,36,28,502,64,0,254
1978,0,0,28,1,8100,8100,8100,8100,8100,1,1,38,-2,4052,-1,-23172,-8120,36,28,502,0,0,247
1979,0,0,28,1,8100,8100,8100,8100,8100,1,1,-12,-18,4068,-1,-23152,-8120,36,28,502,0,0,253
1980,0,0,28,1,8100,8100,8100,8100,8100,1,1,36,-14,4094,-1,-23128,-8119,36,28,502,4,0,251
1981,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-56,4038,-1,-23108,-8119,36,28,502,64,0,250
1982,0,0,28,1,8100,8100,8100,8100,8100,1,1,2,-46,4042,-1,-23092,-8119,36,28,502,0,0,251
1983,0,0,28,1,8100,8100,8100,8100,8100,1,1,28,-32,4018,-1,-23072,-8119,36,28,502,0,0,250
1984,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-16,4070,-1,-23048,-8119,36,28,502,4,0,253
1985,0,0,28,1,8100,8100,8100,8100,8100,1,1,8,0,4086,-1,-23032,-8119,36,28,502,0,0,251
1986,0,0,28,1,8100,8100,8100,8100,8100,1,1,-6,-42,4104,-1,-23012,-8119,36,28,525,4,0,255
1987,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-28,4054,-1,-22992,-8119,36,28,525,0,0,254
1988,0,0,28,1,8100,8100,8100,8100,8100,1,1,30,-46,4052,-1,-22972,-8119,36,28,525,0,0,254
1989,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-56,4052,-1,-22952,-8119,36,28,525,16,0,257
1990,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-42,4072,-1,-22932,-8119,36,28,525,0,0,248
1991,0,0,28,1,8100,8100,8100,8100,8100,1,1,-16,-16,4054,-1,-22908,-8119,36,28,525,16,0,251
1992,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,26,4110,-1,-22892,-8119,36,28,525,4,0,255
1993,0,0,28,1,8100,8100,8100,8100,8100,1,1,-8,16,4068,-1,-22872,-8119,36,28,525,0,0,253
1994,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-14,4056,-1,-22848,-8119,36,28,525,4,0,253
1995,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-8,4066,-1,-22832,-8119,36,28,526,0,0,255
1996,0,0,28,0,8100,8100,8100,8100,8100,1,1,-28,-60,4078,-1,-22808,-8119,36,28,526,4,0,251
1997,0,0,28,0,8100,8100,8100,8100,8100,1,1,-12,16,3984,-1,-22792,-8119,36,28,526,64,0,251
1998,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-6,4010,-1,-22772,-8119,36,28,526,0,0,250
1999,0,0,28,0,8100,8100,8100,8100,8100,1,1,-42,-22,4042,-1,-22752,-8119,36,28,526,0,0,253
2000,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-40,4038,-1,-22728,-8119,36,28,526,4,0,249
2001,0,0,28,0,8100,8100,8100,8100,8100,1,1,30,-42,4052,-1,-22712,-8119,36,28,526,0,0,245
2002,0,0,28,0,8100,8100,8100,8100,8100,1,1,34,-8,4092,-1,-22692,-8119,36,28,526,0,0,251
2003,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,-48,4028,-1,-22668,-8119,36,28,526,16,0,249
2004,0,0,28,0,8100,8100,8100,8100,8100,1,1,-8,-72,4070,-1,-22652,-8119,36,28,526,4,0,252
2005,0,0,28,0,8100,8100,8100,8100,8100,1,1,-38,-4,4048,-1,-22632,-8119,36,28,549,0,0,253
2006,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-56,4068,-1,-22612,-8119,36,28,549,0,0,245
2007,0,0,28,0,8100,8100,8100,8100,8100,1,1,38,-24,4072,-1,-22588,-8119,36,28,549,16,0,253
2008,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,-44,4038,-1,-22572,-8119,36,28,549,4,0,255
2009,0,0,28,0,8100,8100,8100,8100,8100,1,1,-16,-46,4056,-1,-22552,-8119,36,28,549,0,0,252
2010,0,0,28,0,8100,8100,8100,8100,8100,1,1,-40,-54,4030,-1,-22528,-8119,36,28,549,4,0,255
2011,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-22,4076,-1,-22508,-8119,36,28,549,64,0,252
2012,0,0,28,0,8100,8100,8100,8100,8100,1,1,32,16,4016,-1,-22492,-8119,36,28,549,16,0,250
2013,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,-28,4038,-1,-22472,-8119,36,28,549,0,0,257
2014,0,0,28,0,8100,8100,8100,8100,8100,1,1,-16,2,4110,-1,-22452,-8119,36,28,552,0,0,250
2015,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-2,4054,-1,-22428,-8119,36,28,552,64,0,252
2016,0,0,28,0,8100,8100,8100,8100,8100,1,1,22,-6,4034,-1,-22412,-8119,36,28,552,0,0,254
2017,0,0,28,0,8100,8100,8100,8100,8100,1,1,-52,10,4068,-1,-22388,-8119,36,28,552,64,0,258
2018,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-12,4096,-1,-22372,-8119,36,28,552,16,0,256
2019,0,0,28,0,8100,8100,8100,8100,8100,1,1,22,8,4046,-1,-22352,-8119,36,28,552,0,0,253
2020,0,0,28,0,8100,8100,8100,8100,8100,1,1,38,24,4058,-1,-22328,-8119,36,28,552,16,0,250
2021,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-20,4070,-1,-22312,-8119,36,28,552,0,0,253
2022,0,0,28,0,8100,8100,8100,8100,8100,1,1,-22,-12,4042,-1,-22292,-8119,36,28,552,0,0,254
2023,0,0,28,0,8100,8100,8100,8100,8100,1,1,-22,8,4056,-1,-22268,-8119,36,28,552,64,0,255
2024,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-54,4072,-1,-22248,-8119,36,28,533,16,0,253
2025,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,2,4014,-1,-22228,-8119,36,28,533,4,0,255
2026,0,0,28,0,8100,8100,8100,8100,8100,1,1,-16,-10,4046,-1,-22212,-8119,36,28,533,0,0,251
2027,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-10,4004,-1,-22192,-8119,36,28,533,0,0,254
2028,0,0,28,0,8100,8100,8100,8100,8100,1,1,-24,-24,4054,-1,-22168,-8119,36,28,533,16,0,251
2029,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,12,3996,-1,-22152,-8119,36,28,533,4,0,255
2030,0,0,28,0,8100,8100,8100,8100,8100,1,1,42,24,4058,-1,-22132,-8119,36,28,533,0,0,255
2031,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,-16,4088,-1,-22112,-8118,36,28,533,0,0,249
